/Volumes/HD-NICO/vaio-backup/Documents/ime/compmus/mestrado/maestro-v2.0.0/2004/MIDI-Unprocessed_XP_09_R1_2004_05_ORIG_MID--AUDIO_09_R1_2004_06_Track06_wav;STFT;49.1 ms ± 13.6 ms per loop (mean ± std. dev. of 3 runs, 3 loops each)
/Volumes/HD-NICO/vaio-backup/Documents/ime/compmus/mestrado/maestro-v2.0.0/2004/MIDI-Unprocessed_XP_09_R1_2004_05_ORIG_MID--AUDIO_09_R1_2004_06_Track06_wav;CQT;522 ms ± 17.8 ms per loop (mean ± std. dev. of 3 runs, 3 loops each)
/Volumes/HD-NICO/vaio-backup/Documents/ime/compmus/mestrado/maestro-v2.0.0/2004/MIDI-Unprocessed_XP_09_R1_2004_05_ORIG_MID--AUDIO_09_R1_2004_06_Track06_wav;SWGM;240 ms ± 29 ms per loop (mean ± std. dev. of 3 runs, 3 loops each)
/Volumes/HD-NICO/vaio-backup/Documents/ime/compmus/mestrado/maestro-v2.0.0/2004/MIDI-Unprocessed_XP_09_R1_2004_05_ORIG_MID--AUDIO_09_R1_2004_06_Track06_wav;economic 200;994 ms ± 34.8 ms per loop (mean ± std. dev. of 3 runs, 3 loops each)
/Volumes/HD-NICO/vaio-backup/Documents/ime/compmus/mestrado/maestro-v2.0.0/2004/MIDI-Unprocessed_XP_09_R1_2004_05_ORIG_MID--AUDIO_09_R1_2004_06_Track06_wav;economic 500;961 ms ± 19.8 ms per loop (mean ± std. dev. of 3 runs, 3 loops each)
/Volumes/HD-NICO/vaio-backup/Documents/ime/compmus/mestrado/maestro-v2.0.0/2004/MIDI-Unprocessed_XP_09_R1_2004_05_ORIG_MID--AUDIO_09_R1_2004_06_Track06_wav;economic 800;979 ms ± 17.2 ms per loop (mean ± std. dev. of 3 runs, 3 loops each)
/Volumes/HD-NICO/vaio-backup/Documents/ime/compmus/mestrado/maestro-v2.0.0/2004/MIDI-Unprocessed_XP_15_R1_2004_03_ORIG_MID--AUDIO_15_R1_2004_03_Track03_wav;STFT;39.4 ms ± 8.47 ms per loop (mean ± std. dev. of 3 runs, 3 loops each)
/Volumes/HD-NICO/vaio-backup/Documents/ime/compmus/mestrado/maestro-v2.0.0/2004/MIDI-Unprocessed_XP_15_R1_2004_03_ORIG_MID--AUDIO_15_R1_2004_03_Track03_wav;CQT;515 ms ± 7.3 ms per loop (mean ± std. dev. of 3 runs, 3 loops each)
/Volumes/HD-NICO/vaio-backup/Documents/ime/compmus/mestrado/maestro-v2.0.0/2004/MIDI-Unprocessed_XP_15_R1_2004_03_ORIG_MID--AUDIO_15_R1_2004_03_Track03_wav;SWGM;241 ms ± 23.6 ms per loop (mean ± std. dev. of 3 runs, 3 loops each)
/Volumes/HD-NICO/vaio-backup/Documents/ime/compmus/mestrado/maestro-v2.0.0/2004/MIDI-Unprocessed_XP_15_R1_2004_03_ORIG_MID--AUDIO_15_R1_2004_03_Track03_wav;economic 200;999 ms ± 38.1 ms per loop (mean ± std. dev. of 3 runs, 3 loops each)
